Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int","OI Chg",Vol/OI,IV,Delta,Time
PYPL,67.88,2025-09-26,6,Call,73.00,-7.01%,0.13,0.15,1481,3448,"+2,684",0.43,38.49%,0.091231,2025-09-19
NVTS,6.93,2025-10-17,27,Call,7.00,+0.14%,0.75,0.8,3986,10070,"+2,678",0.4,98.30%,0.560009,2025-09-19
PLUG,2.22,2026-01-16,118,Call,3.00,-37.61%,0.3,0.32,5282,22021,"+2,665",0.24,107.61%,0.42283,2025-09-19
HAL,22.35,2025-11-21,62,Put,20.00,-11.15%,0.47,0.51,503,4634,"+2,647",0.11,40.65%,-0.210871,2025-09-19
HOOD,123.55,2025-09-26,6,Call,128.00,-2.58%,2.35,2.44,6938,3256,"+2,642",2.13,58.19%,0.384101,2025-09-19
CLSK,13.16,2025-10-17,27,Call,13.00,+4.55%,1.6,1.64,1602,7938,"+2,641",0.2,89.16%,0.62802,2025-09-19
CHRW,136.07,2026-01-16,118,Call,150.00,-10.24%,1.7,3.7,781,2716,"+2,641",0.29,25.76%,0.291845,2025-09-19
INTC,29.51,2026-01-16,118,Call,32.00,-8.18%,2.6,2.65,857,7207,"+2,626",0.12,52.24%,0.461403,2025-09-19
AAPL,247.58,2025-10-03,13,Call,260.00,-5.91%,0.5,0.52,20538,11359,"+2,623",1.81,23.00%,0.102368,2025-09-19
BBAI,6.82,2025-09-26,6,Call,7.00,-2.19%,0.35,0.4,16778,8921,"+2,612",1.88,132.61%,0.484752,2025-09-19
CMG,39.15,2026-03-20,181,Put,35.00,-10.99%,2.03,2.22,1017,6109,"+2,611",0.17,40.11%,-0.272111,2025-09-19
NVDA,175.5,2025-10-03,13,Call,200.00,-13.21%,0.16,0.18,3835,11432,"+2,610",0.34,35.97%,0.038315,2025-09-19
OKLO,131.24,2025-09-26,6,Call,140.00,-3.53%,9.05,9.5,6069,2717,"+2,591",2.23,166.43%,0.479083,2025-09-19
MRNA,25.03,2025-10-17,27,Put,21.00,-16.80%,0.43,0.47,2076,7876,"+2,584",0.26,74.64%,-0.153475,2025-09-19
SNAP,8.81,2025-10-17,27,Call,9.00,-10.29%,0.24,0.25,19590,45197,"+2,575",0.43,59.68%,0.307537,2025-09-19
AMPX,11.45,2027-01-15,482,Call,12.00,-1.95%,4.5,4.9,1262,11259,"+2,561",0.11,88.94%,0.704997,2025-09-19
AMD,157.32,2025-09-26,6,Call,162.50,-3.25%,1.78,1.85,13979,7969,"+2,560",1.75,46.71%,0.311436,2025-09-19
TSLA,431.4,2025-09-26,6,Call,422.50,+0.84%,13.5,13.65,8820,5186,"+2,557",1.7,53.45%,0.566496,2025-09-19
INOD,69,2025-11-21,62,Put,45.00,-36.23%,1.9,2.7,2795,4022,"+2,550",0.69,117.85%,-0.118542,2025-09-19
MSFT,515.1,2025-09-26,6,Call,520.00,-0.40%,4.35,4.55,17246,6862,"+2,547",2.51,19.90%,0.452278,2025-09-19
AAL,12.41,2025-11-21,62,Put,11.00,-11.65%,0.38,0.4,1141,27342,"+2,547",0.04,48.87%,-0.233764,2025-09-19
AVGO,342.49,2025-09-26,6,Call,380.00,-10.16%,0.32,0.39,2463,3950,"+2,540",0.62,43.56%,0.045077,2025-09-19
QBTS,24.9,2025-09-26,6,Put,24.00,-10.71%,0.66,0.73,3454,2627,"+2,536",1.31,133.86%,-0.226663,2025-09-19
CDLX,2.39,2025-10-17,27,Call,3.00,-23.46%,0.4,0.5,3408,2802,"+2,524",1.22,241.30%,0.504733,2025-09-19
FTNT,83.98,2025-09-26,6,Call,85.00,-0.94%,0.99,1.04,3423,2731,"+2,518",1.25,31.29%,0.422711,2025-09-19
NTLA,15.67,2025-10-17,27,Call,15.00,+3.78%,1.75,1.9,678,6687,"+2,516",0.1,94.44%,0.614519,2025-09-19
WOLF,2.17,2025-10-03,13,Put,1.50,-32.74%,0.47,0.49,13238,44508,"+2,508",0.3,603.43%,-0.179121,2025-09-19
WBD,19.43,2025-10-17,27,Call,23.00,-18.99%,0.29,0.41,12812,3624,"+2,505",3.54,65.67%,0.193208,2025-09-19
GRAB,6.29,2025-11-21,62,Call,7.00,-9.55%,0.4,0.45,1685,2503,"+2,503",0.67,61.60%,0.419125,2025-09-19
INTC,29.51,2025-10-17,27,Call,34.00,-14.94%,0.62,0.65,1612,4478,"+2,497",0.36,62.64%,0.23523,2025-09-19
QS,13.05,2026-05-15,237,Call,12.00,+10.58%,4.7,4.8,516,2493,"+2,493",0.21,97.50%,0.714533,2025-09-19
QS,13.05,2025-10-17,27,Call,13.00,+3.13%,1.93,1.96,6002,3390,"+2,480",1.77,120.70%,0.606715,2025-09-19
C,102,2025-10-17,27,Call,105.00,-2.26%,2.58,2.78,2887,13011,"+2,472",0.22,32.48%,0.423177,2025-09-19
RIOT,17.05,2025-10-17,27,Call,20.00,-14.55%,0.76,0.79,781,9367,"+2,466",0.08,86.38%,0.32739,2025-09-19
AMD,157.32,2025-11-21,62,Call,185.00,-17.54%,4.75,4.85,610,6585,"+2,455",0.09,51.02%,0.264467,2025-09-19
INTC,29.51,2026-01-16,118,Call,40.00,-35.23%,1.07,1.1,18560,65174,"+2,451",0.28,57.09%,0.227244,2025-09-19
PLUG,2.22,2026-01-16,118,Call,3.50,-60.55%,0.22,0.24,1518,9524,"+2,449",0.16,111.28%,0.340387,2025-09-19
DAL,59.55,2025-10-17,27,Put,45.00,-24.70%,0.11,0.38,1670,4884,"+2,449",0.34,64.06%,-0.042013,2025-09-19
CIFR,12.75,2025-09-26,6,Call,9.00,+26.71%,3.2,3.4,1064,4715,"+2,446",0.23,121.07%,0.981419,2025-09-19
SOFI,29.33,2025-09-26,6,Call,30.00,-1.66%,0.72,0.73,15648,8559,"+2,445",1.83,61.52%,0.436304,2025-09-19
AMD,157.32,2025-09-26,6,Call,167.50,-6.42%,0.84,0.89,9111,5139,"+2,442",1.77,48.75%,0.170167,2025-09-19
MARA,17.67,2025-10-17,27,Call,18.00,+1.59%,1.63,1.65,1394,14553,"+2,436",0.1,74.90%,0.577714,2025-09-19
RGTI,26.52,2025-09-26,6,Call,30.00,-5.19%,1.61,1.65,9178,2760,"+2,433",3.33,153.75%,0.438603,2025-09-19
MARA,17.67,2025-09-26,6,Put,18.50,+1.15%,0.8,0.84,3729,2533,"+2,422",1.47,75.12%,-0.525777,2025-09-19
RIVN,14.33,2025-09-26,6,Call,15.00,-4.31%,0.23,0.25,7980,6806,"+2,388",1.17,66.11%,0.327314,2025-09-19
AMZN,230.9,2025-09-26,6,Call,237.50,-2.60%,1.12,1.18,27199,7397,"+2,382",3.68,27.56%,0.245421,2025-09-19
CMG,39.15,2025-09-26,6,Put,39.50,+0.46%,0.69,0.81,2566,4420,"+2,365",0.58,35.21%,-0.526544,2025-09-19
QBTS,24.9,2025-10-03,13,Put,20.00,-25.60%,0.26,0.29,1672,3147,"+2,359",0.53,126.27%,-0.086008,2025-09-19
AAPL,247.58,2025-09-26,6,Put,227.50,-7.33%,0.1,0.13,5474,5943,"+2,350",0.92,31.73%,-0.028259,2025-09-19
GLW,79.1,2025-10-17,27,Call,85.00,-6.84%,0.93,0.99,719,3712,"+2,345",0.19,31.99%,0.244258,2025-09-19
BBY,72.88,2025-09-26,6,Call,77.00,-6.60%,0.12,0.16,630,2452,"+2,340",0.26,36.04%,0.086268,2025-09-19
AMD,157.32,2025-09-26,6,Put,145.00,-7.87%,0.43,0.45,2883,4456,"+2,335",0.65,49.37%,-0.090572,2025-09-19
INTC,29.51,2025-10-03,13,Put,27.00,-8.72%,0.26,0.28,1318,2409,"+2,330",0.55,52.81%,-0.164913,2025-09-19
JD,34.82,2025-10-17,27,Put,32.00,-8.83%,0.39,0.45,2035,9622,"+2,309",0.21,40.01%,-0.192889,2025-09-19
TTD,43.86,2025-10-31,41,Call,50.00,-12.44%,1.5,1.62,651,2912,"+2,288",0.22,57.39%,0.312486,2025-09-19
OPEN,9.18,2025-10-17,27,Call,11.00,-14.94%,1.21,1.36,2510,6543,"+2,284",0.38,166.26%,0.470161,2025-09-19
PLTR,180.35,2025-10-03,13,Put,175.00,-4.05%,3.6,3.75,3756,3096,"+2,283",1.21,50.98%,-0.311452,2025-09-19
CLSK,13.16,2026-01-16,118,Call,20.00,-46.84%,1.19,1.24,3621,41753,"+2,277",0.09,92.97%,0.330745,2025-09-19
BULL,13.27,2025-09-26,6,Call,13.00,+2.18%,0.61,0.67,3083,4395,"+2,275",0.7,75.37%,0.611802,2025-09-19
RIVN,14.33,2025-10-03,13,Call,15.50,-7.79%,0.35,0.39,3284,2928,"+2,271",1.12,72.45%,0.319537,2025-09-19
INTC,29.51,2026-01-16,118,Call,35.00,-18.32%,1.83,1.87,11769,97457,"+2,252",0.12,53.91%,0.353459,2025-09-19
CLSK,13.16,2025-10-03,13,Put,12.00,-11.89%,0.24,0.27,2359,2332,"+2,242",1.01,84.04%,-0.187686,2025-09-19
AMD,157.32,2025-09-26,6,Call,155.00,+1.52%,5,5.1,6065,5533,"+2,241",1.1,45.90%,0.618515,2025-09-19
JD,34.82,2025-10-31,41,Call,40.00,-13.96%,0.9,0.95,1468,4189,"+2,231",0.35,55.36%,0.25679,2025-09-19
CMG,39.15,2025-09-26,6,Put,38.00,-3.36%,0.21,0.24,711,3284,"+2,227",0.22,35.84%,-0.217744,2025-09-19
AMZN,230.9,2025-10-17,27,Call,295.00,-27.44%,0.09,0.11,1012,3501,"+2,220",0.29,38.76%,0.013313,2025-09-19
AMD,157.32,2025-10-10,20,Put,140.00,-11.05%,1.04,1.08,1131,2711,"+2,218",0.42,45.76%,-0.121638,2025-09-19
OPEN,9.18,2025-09-26,6,Call,13.00,-35.84%,0.19,0.2,4597,13030,"+2,212",0.35,213.01%,0.162909,2025-09-19
PLTR,180.35,2025-10-17,27,Call,210.00,-15.14%,2.33,2.41,3190,5751,"+2,205",0.55,51.58%,0.180913,2025-09-19
HOOD,123.55,2025-09-26,6,Call,121.00,+3.03%,5.8,6.2,3308,3005,"+2,199",1.1,58.04%,0.67733,2025-09-19
MU,162.62,2025-10-17,27,Call,200.00,-22.90%,2.27,2.31,3724,4207,"+2,196",0.89,68.05%,0.157272,2025-09-19
INTC,29.51,2025-10-17,27,Put,31.00,+4.80%,2.52,2.55,1074,2377,"+2,196",0.45,53.95%,-0.593432,2025-09-19
AVXL,8.46,2025-10-17,27,Put,8.00,-5.44%,0.7,0.8,648,3051,"+2,177",0.21,109.47%,-0.364898,2025-09-19
NIO,7.34,2025-09-26,6,Put,7.00,-5.02%,0.21,0.23,13577,7235,"+2,171",1.88,103.02%,-0.32251,2025-09-19
RIOT,17.05,2026-01-16,118,Call,26.00,-48.91%,1.16,1.2,5016,2889,"+2,169",1.74,83.95%,0.284928,2025-09-19
CIFR,12.75,2025-10-17,27,Call,13.00,-5.86%,1.52,1.58,2863,12430,"+2,163",0.23,137.38%,0.517099,2025-09-19
AMAT,193.07,2025-09-26,6,Call,197.50,-3.89%,1.19,1.51,871,2161,"+2,161",0.4,41.32%,0.246941,2025-09-19
ENPH,38.47,2025-11-21,62,Call,50.00,-30.14%,1.7,1.75,1115,19152,"+2,157",0.06,78.53%,0.264265,2025-09-19
RGTI,26.52,2025-09-26,6,Put,25.00,-12.34%,0.82,0.85,57134,2267,"+2,156",25.2,157.73%,-0.224918,2025-09-19
MRK,81.8,2025-10-17,27,Call,90.00,-10.42%,0.35,0.38,859,12836,"+2,155",0.07,29.72%,0.118347,2025-09-19
COIN,333.64,2025-09-26,6,Put,320.00,-6.56%,2.59,2.84,744,2909,"+2,145",0.26,60.86%,-0.179673,2025-09-19
BITF,3.1,2025-10-17,27,Call,5.00,-60.26%,0.2,0.25,566,2496,"+2,142",0.23,208.28%,0.293314,2025-09-19
BAC,51.87,2025-09-26,6,Call,53.50,-2.39%,0.16,0.18,2042,3530,"+2,137",0.58,21.93%,0.207777,2025-09-19
PLUG,2.22,2027-01-15,482,Call,2.00,+8.26%,0.92,0.95,1814,23154,"+2,136",0.08,88.80%,0.739402,2025-09-19
OKLO,131.24,2025-09-26,6,Put,90.00,-33.45%,0.54,0.55,5293,2570,"+2,126",2.06,191.40%,-0.037161,2025-09-19
ETNB,14.92,2026-02-20,153,Put,15.00,+0.87%,0.6,0.65,507,2126,"+2,126",0.24,17.88%,-0.473377,2025-09-19
MU,162.62,2025-09-26,6,Call,195.00,-19.83%,1.27,1.44,985,8126,"+2,124",0.12,111.82%,0.117875,2025-09-19
WRD,11.8,2025-10-17,27,Put,10.00,-13.27%,0.3,0.4,1264,3351,"+2,115",0.38,78.83%,-0.216416,2025-09-19
BTU,22.6,2025-10-17,27,Call,24.00,-5.63%,0.82,0.87,1640,2190,"+2,113",0.75,55.34%,0.391623,2025-09-19
AAL,12.41,2025-11-21,62,Call,13.00,-4.42%,0.8,0.82,547,8787,"+2,105",0.06,50.67%,0.460079,2025-09-19
ETNB,14.92,2025-12-19,90,Put,15.00,+0.87%,0.6,0.65,725,2097,"+2,095",0.35,21.25%,-0.488318,2025-09-19
M,17.4,2025-09-26,6,Call,17.50,+0.28%,0.34,0.47,739,6157,"+2,090",0.12,42.33%,0.531755,2025-09-19
AMD,157.32,2025-10-17,27,Call,160.00,-1.66%,6.55,6.6,5726,14376,"+2,084",0.4,44.26%,0.480114,2025-09-19
ACHR,9.79,2025-10-17,27,Call,12.00,-21.70%,0.32,0.34,2902,25107,"+2,082",0.12,91.84%,0.258246,2025-09-19
TTD,43.86,2025-10-17,27,Call,50.00,-12.44%,1.04,1.05,1822,9549,"+2,076",0.19,58.79%,0.263304,2025-09-19
MSTR,337,2025-09-26,6,Call,365.00,-5.87%,3.2,3.4,16964,3601,"+2,074",4.71,56.82%,0.230426,2025-09-19
JPM,309.44,2025-09-26,6,Put,310.00,-1.52%,1.42,2.13,5150,4349,"+2,074",1.18,22.33%,-0.287117,2025-09-19
MU,162.62,2025-10-17,27,Call,175.00,-7.54%,6.5,6.6,740,3526,"+2,071",0.21,63.16%,0.374444,2025-09-19
LYFT,22.46,2025-10-10,20,Call,24.00,-6.29%,0.64,0.8,2045,2198,"+2,058",0.93,55.32%,0.349008,2025-09-19
TSLA,431.4,2025-09-26,6,Put,280.00,-34.28%,0.13,0.15,772,5559,"+2,057",0.14,135.14%,-0.005985,2025-09-19
BMNR,58.64,2027-01-15,482,Call,100.00,-63.16%,24.6,25.25,2357,10392,"+2,056",0.23,121.60%,0.648961,2025-09-19
SMCI,45.41,2025-10-17,27,Call,50.00,-9.15%,1.55,1.57,6210,13681,"+2,055",0.45,61.33%,0.336437,2025-09-19
AMZN,230.9,2025-09-26,6,Put,227.50,-1.72%,1.53,1.66,6528,5475,"+2,054",1.19,27.94%,-0.301793,2025-09-19
AMC,2.94,2025-09-26,6,Call,3.00,+0.33%,0.13,0.15,53221,14271,"+2,054",3.73,87.83%,0.534143,2025-09-19
CCL,30.48,2025-09-26,6,Call,32.00,-4.85%,0.12,0.13,944,3887,"+2,050",0.24,37.79%,0.168517,2025-09-19
ORCL,306,2025-09-26,6,Call,290.00,+6.05%,20.5,21.85,2279,2685,"+2,048",0.85,59.92%,0.804502,2025-09-19
LYFT,22.46,2025-10-17,27,Call,26.00,-15.15%,0.52,0.54,20168,3119,"+2,048",6.47,64.40%,0.242138,2025-09-19
RIOT,17.05,2026-01-16,118,Call,35.00,-100.46%,0.46,0.57,6938,67095,"+2,027",0.1,91.30%,0.145724,2025-09-19
KDP,26.67,2025-10-17,27,Call,29.00,-6.97%,0.25,0.3,1585,23201,"+2,024",0.07,29.72%,0.21591,2025-09-19
FSLR,213.4,2025-10-17,27,Call,230.00,-8.24%,5.25,5.5,1666,4040,"+2,023",0.41,49.98%,0.311685,2025-09-19
SNAP,8.81,2025-11-21,62,Call,9.00,-10.29%,0.77,0.79,1304,8904,"+2,017",0.15,80.52%,0.457049,2025-09-19
NVTS,6.93,2025-10-03,13,Call,7.00,+0.14%,0.5,0.6,1087,3114,"+2,015",0.35,102.55%,0.544631,2025-09-19
MP,72.21,2025-10-17,27,Call,70.00,+4.40%,7.5,7.8,3220,5699,"+2,014",0.57,72.46%,0.634214,2025-09-19
NICE,150.5,2026-02-20,153,Call,165.00,-7.53%,11.1,13.1,2386,2007,"+2,006",1.19,39.91%,0.462698,2025-09-19
CCL,30.48,2025-09-26,6,Put,30.50,-0.07%,0.54,0.64,1234,2081,"+2,004",0.59,36.88%,-0.487329,2025-09-19
ZIM,14.36,2025-11-21,62,Put,12.00,-16.49%,0.26,0.44,2035,2000,"+2,000",1.02,55.83%,-0.179688,2025-09-19
ZIM,14.36,2025-11-21,62,Put,13.00,-9.53%,0.42,0.69,961,2000,"+2,000",0.48,50.31%,-0.272109,2025-09-19
T,29,2026-01-16,118,Call,24.00,+17.27%,4.05,5.3,2008,2801,"+2,000",0.72,30.22%,0.878994,2025-09-19
NICE,150.5,2026-02-20,153,Call,210.00,-36.86%,1.8,2.75,2362,5004,"+1,998",0.47,35.94%,0.121734,2025-09-19
INTC,29.51,2025-12-19,90,Put,33.00,+11.56%,5.05,5.15,514,2073,"+1,991",0.25,52.33%,-0.608813,2025-09-19
CORZ,16.34,2025-10-10,20,Call,20.00,-20.34%,0.14,0.19,1075,2003,"+1,980",0.54,66.81%,0.13774,2025-09-19
U,45.6,2025-10-17,27,Call,50.00,-8.58%,2.15,2.2,920,14140,"+1,977",0.07,72.75%,0.381758,2025-09-19
AAOI,28.63,2025-10-10,20,Put,25.00,-13.76%,0.75,0.95,2002,2042,"+1,977",0.98,90.56%,-0.207692,2025-09-19
AAPL,247.58,2026-03-20,181,Call,240.00,+2.24%,22.45,22.75,1132,12191,"+1,975",0.09,25.98%,0.619351,2025-09-19
LAES,4.21,2026-01-16,118,Call,5.00,-16.55%,0.55,0.6,7853,18840,"+1,973",0.42,85.60%,0.48225,2025-09-19
NIO,7.34,2025-09-26,6,Call,7.50,-1.76%,0.34,0.37,8906,19066,"+1,969",0.47,107.76%,0.479127,2025-09-19
INTC,29.51,2025-11-21,62,Put,30.00,+1.42%,2.74,2.78,5947,2455,"+1,969",2.42,53.46%,-0.475099,2025-09-19
SNDK,103.46,2025-10-17,27,Put,100.00,-2.16%,7.7,7.8,977,3083,"+1,962",0.32,81.78%,-0.412629,2025-09-19
MARA,17.67,2025-10-03,13,Put,18.00,-1.59%,0.83,0.86,867,2250,"+1,962",0.39,72.53%,-0.422939,2025-09-19
QS,13.05,2025-10-17,27,Call,15.00,-11.77%,1.24,1.27,7714,6250,"+1,961",1.23,125.79%,0.44236,2025-09-19
PLTR,180.35,2025-10-03,13,Put,177.50,-2.68%,4.5,4.6,2412,2059,"+1,961",1.17,50.33%,-0.364239,2025-09-19
MU,162.62,2025-09-26,6,Put,170.00,+4.47%,12.65,12.9,1338,2019,"+1,950",0.66,102.33%,-0.604057,2025-09-19
WOLF,2.17,2025-10-17,27,Put,2.00,-10.31%,1.22,1.26,5350,17696,"+1,943",0.3,669.07%,-0.165859,2025-09-19
INTC,29.51,2025-09-26,6,Put,29.50,-0.27%,0.83,0.86,13278,1942,"+1,942",6.84,57.95%,-0.468668,2025-09-19
BABA,163.95,2025-10-03,13,Call,157.50,+3.26%,7.5,8.95,2213,2258,"+1,932",0.98,48.11%,0.661697,2025-09-19
GRAB,6.29,2025-09-26,6,Call,6.50,-1.72%,0.15,0.2,4414,6268,"+1,927",0.7,75.64%,0.452164,2025-09-19
ACHR,9.79,2025-09-26,6,Call,10.00,-1.42%,0.34,0.37,12520,6863,"+1,918",1.82,85.37%,0.47305,2025-09-19
PYPL,67.88,2025-11-21,62,Call,75.00,-9.94%,2.04,2.09,868,5660,"+1,914",0.15,38.43%,0.317737,2025-09-19
MSTR,337,2025-09-26,6,Put,240.00,-30.38%,0.36,0.45,3743,7774,"+1,914",0.48,139.31%,-0.01698,2025-09-19
MSFT,515.1,2025-11-21,62,Put,510.00,-1.53%,15.5,15.95,3416,4064,"+1,914",0.84,24.43%,-0.401453,2025-09-19
AAPL,247.58,2026-03-20,181,Put,210.00,-14.46%,4.7,4.8,2423,13449,"+1,912",0.18,28.11%,-0.168001,2025-09-19
TSLA,431.4,2025-09-26,6,Call,440.00,-3.27%,6.55,6.65,23658,6837,"+1,911",3.46,55.21%,0.341234,2025-09-19
CRWV,123.6,2025-10-17,27,Call,150.00,-20.13%,3.7,3.75,7395,8348,"+1,902",0.89,83.43%,0.247943,2025-09-19
WOLF,2.17,2025-10-03,13,Call,3.00,-34.53%,0.2,0.25,1079,5649,"+1,901",0.19,272.61%,0.37585,2025-09-19
BMNR,58.64,2025-09-26,6,Call,65.00,-6.05%,2,2.16,7961,5370,"+1,894",1.48,112.28%,0.370171,2025-09-19
ORCL,306,2025-09-26,6,Call,360.00,-16.63%,0.6,0.88,3404,6663,"+1,887",0.51,76.72%,0.065653,2025-09-19
BLSH,66.8,2025-09-26,6,Call,67.00,+3.15%,3.9,4.5,905,1906,"+1,887",0.47,84.89%,0.638784,2025-09-19
NU,16.13,2026-01-16,118,Call,18.00,-11.32%,0.77,0.8,1157,59306,"+1,881",0.02,37.79%,0.370388,2025-09-19
HIMS,57.14,2025-10-17,27,Put,45.00,-22.17%,0.77,0.85,1604,5399,"+1,879",0.3,84.69%,-0.111981,2025-09-19
GRAB,6.29,2026-04-17,209,Call,7.00,-9.55%,0.85,0.95,1143,16474,"+1,878",0.07,58.81%,0.526563,2025-09-19
CG,68.17,2025-10-17,27,Call,70.00,-2.68%,1.75,2.25,1445,2145,"+1,878",0.67,39.83%,0.429989,2025-09-19
JD,34.82,2025-09-26,6,Call,36.00,-2.56%,0.57,0.58,5179,4918,"+1,874",1.05,53.74%,0.364245,2025-09-19
SOFI,29.33,2025-09-26,6,Call,32.00,-8.44%,0.21,0.22,7358,3772,"+1,873",1.95,63.11%,0.170539,2025-09-19
NIO,7.34,2026-01-16,118,Put,6.00,-18.59%,0.52,0.55,563,10316,"+1,873",0.05,74.76%,-0.23518,2025-09-19
OPEN,9.18,2025-09-26,6,Put,9.50,-0.73%,0.75,0.76,12135,6678,"+1,865",1.82,163.86%,-0.443248,2025-09-19
WOLF,2.17,2025-10-17,27,Call,3.00,-34.53%,0.19,0.25,3956,19872,"+1,862",0.2,179.98%,0.361386,2025-09-19
LUMN,5.7,2025-10-17,27,Call,6.00,-5.08%,0.35,0.39,1880,16580,"+1,858",0.11,84.11%,0.443025,2025-09-19
INTC,29.51,2025-10-03,13,Call,36.00,-21.70%,0.19,0.2,4073,1867,"+1,857",2.18,77.46%,0.103013,2025-09-19
CDLX,2.39,2025-10-17,27,Call,5.00,-105.76%,0.15,0.25,712,2098,"+1,852",0.34,264.14%,0.260818,2025-09-19
PYPL,67.88,2025-09-26,6,Put,68.00,-0.32%,0.9,0.93,844,2243,"+1,851",0.38,29.46%,-0.452452,2025-09-19
MARA,17.67,2025-10-03,13,Call,20.00,-9.35%,0.53,0.54,3338,7108,"+1,850",0.47,83.24%,0.315379,2025-09-19
JD,34.82,2025-11-21,62,Call,45.00,-28.21%,0.93,0.98,513,3133,"+1,847",0.16,65.91%,0.204535,2025-09-19
HOOD,123.55,2025-09-26,6,Put,120.00,-3.83%,1.76,1.84,9795,2298,"+1,847",4.26,59.56%,-0.288459,2025-09-19
LYFT,22.46,2025-10-17,27,Call,25.00,-10.72%,0.7,0.71,5854,25929,"+1,839",0.23,62.91%,0.311778,2025-09-19
RIVN,14.33,2025-10-17,27,Call,15.00,-4.31%,0.76,0.79,17822,28377,"+1,838",0.63,65.52%,0.448348,2025-09-19
BMNR,58.64,2027-01-15,482,Call,75.00,-22.37%,29,29.55,1667,7337,"+1,834",0.23,121.60%,0.721864,2025-09-19
SERV,13.87,2025-10-10,20,Call,12.50,+10.59%,2.25,2.6,1901,2004,"+1,832",0.95,119.86%,0.708026,2025-09-19
INTC,29.51,2025-10-17,27,Put,27.00,-8.72%,0.55,0.56,4875,3224,"+1,828",1.51,49.71%,-0.224754,2025-09-19
NVDA,175.5,2025-10-17,27,Put,170.00,-3.78%,3.7,3.8,8050,80982,"+1,825",0.1,35.85%,-0.318869,2025-09-19
LAES,4.21,2027-01-15,482,Call,5.00,-16.55%,1,1.85,7965,42151,"+1,823",0.19,61.21%,0.579999,2025-09-19
INTC,29.51,2025-11-21,62,Call,32.00,-8.18%,1.84,1.91,1356,7874,"+1,818",0.17,56.63%,0.418797,2025-09-19
GOOGL,253.37,2025-09-26,6,Put,245.00,-3.82%,0.9,1.09,6098,3295,"+1,814",1.85,31.93%,-0.162231,2025-09-19
SNAP,8.81,2028-01-21,853,Call,10.00,-22.55%,2.9,2.95,904,2793,"+1,810",0.32,67.10%,0.653415,2025-09-19
NVDA,175.5,2026-01-16,118,Put,150.00,-15.10%,4.8,4.9,8539,60272,"+1,808",0.14,40.78%,-0.192163,2025-09-19
BA,214.9,2025-11-21,62,Call,235.00,-8.97%,5.45,5.8,638,6569,"+1,806",0.1,35.13%,0.30119,2025-09-19
PLUG,2.22,2026-01-16,118,Call,2.00,+8.26%,0.58,0.6,3354,29260,"+1,803",0.11,105.70%,0.67926,2025-09-19
AMD,157.32,2025-09-26,6,Put,140.00,-11.05%,0.19,0.2,1395,4022,"+1,796",0.35,54.13%,-0.041715,2025-09-19
SOFI,29.33,2025-10-17,27,Call,29.00,+1.73%,2.21,2.23,5457,16911,"+1,794",0.32,60.45%,0.582284,2025-09-19
