Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int","OI Chg",Vol/OI,IV,Delta,Time
MARA,17.67,2025-09-26,6,Put,17.50,-4.32%,0.33,0.34,2697,2936,"+1,789",0.92,71.52%,-0.296603,2025-09-19
MARA,17.67,2025-09-26,6,Call,22.00,-20.28%,0.12,0.13,931,2565,"+1,786",0.36,110.61%,0.110002,2025-09-19
NVDA,175.5,2025-11-21,62,Call,210.00,-18.87%,2.26,2.37,1810,24931,"+1,781",0.07,38.64%,0.168206,2025-09-19
CMG,39.15,2026-01-16,118,Call,45.00,-14.45%,1.66,1.72,1111,12373,"+1,775",0.09,38.88%,0.329673,2025-09-19
EOSE,10.45,2028-01-21,853,Call,15.00,-53.69%,3.8,4.1,1436,5226,"+1,770",0.27,85.87%,0.652253,2025-09-19
NVDA,175.5,2025-12-19,90,Call,195.00,-10.38%,7.05,7.15,563,17730,"+1,769",0.03,37.64%,0.351293,2025-09-19
OPEN,9.18,2025-09-26,6,Put,8.50,-11.18%,0.3,0.32,69437,5473,"+1,761",12.69,154.62%,-0.241821,2025-09-19
PLUG,2.22,2027-01-15,482,Call,1.00,+54.13%,1.25,1.39,1715,14703,"+1,760",0.12,77.06%,0.915735,2025-09-19
INTC,29.51,2028-01-21,853,Call,35.00,-18.32%,7.05,7.35,1001,1934,"+1,758",0.52,50.20%,0.566951,2025-09-19
MRVL,73.23,2025-09-26,6,Put,74.00,-0.35%,2.25,2.39,706,1787,"+1,757",0.4,63.30%,-0.463992,2025-09-19
MRNA,25.03,2025-10-17,27,Put,20.00,-20.76%,0.3,0.32,1993,23122,"+1,753",0.09,78.11%,-0.112137,2025-09-19
ADBE,364,2025-12-19,90,Call,400.00,-9.32%,15.9,16.3,1169,5260,"+1,752",0.22,38.09%,0.372927,2025-09-19
KVUE,17.58,2025-10-17,27,Put,18.00,-1.85%,0.75,0.8,977,32210,"+1,747",0.03,46.78%,-0.415648,2025-09-19
INTC,29.51,2025-10-03,13,Call,31.00,-4.80%,0.74,0.77,2800,2104,"+1,747",1.33,58.95%,0.360185,2025-09-19
LULU,168.65,2025-10-10,20,Call,195.00,-14.96%,0.77,0.83,617,1872,"+1,745",0.33,44.04%,0.10062,2025-09-19
INTC,29.51,2025-10-31,41,Call,35.00,-18.32%,0.89,0.98,1865,1747,"+1,744",1.07,67.21%,0.266544,2025-09-19
NVO,60.28,2025-10-17,27,Put,55.00,-10.42%,0.64,0.67,858,10073,"+1,741",0.09,43.77%,-0.159924,2025-09-19
AAPL,247.58,2025-10-03,13,Call,240.00,+2.24%,7.65,7.85,9846,7531,"+1,740",1.31,23.35%,0.714807,2025-09-19
SBUX,84.27,2025-10-17,27,Put,80.00,-5.39%,1.02,1.05,957,9846,"+1,736",0.1,30.71%,-0.236272,2025-09-19
INTC,29.51,2025-10-03,13,Call,32.00,-8.18%,0.55,0.57,2724,2028,"+1,733",1.34,62.79%,0.275261,2025-09-19
MU,162.62,2026-01-16,118,Call,210.00,-29.05%,6.95,7.1,2251,3917,"+1,732",0.57,54.54%,0.26471,2025-09-19
JEF,69.05,2025-10-17,27,Call,72.50,-4.33%,1.7,2.8,1057,1783,"+1,721",0.59,39.74%,0.372223,2025-09-19
CLSK,13.16,2025-12-19,90,Call,20.00,-46.84%,0.96,1.01,935,11518,"+1,715",0.08,97.71%,0.298453,2025-09-19
SNAP,8.81,2025-09-26,6,Put,8.00,-1.96%,0.15,0.16,4678,2966,"+1,707",1.58,53.96%,-0.370871,2025-09-19
MSFT,515.1,2025-10-17,27,Call,510.00,+1.53%,16.55,16.85,3338,9609,"+1,703",0.35,20.66%,0.637045,2025-09-19
FLR,44.53,2025-10-17,27,Call,45.00,-0.90%,2.5,2.6,7549,6200,"+1,698",1.22,55.51%,0.512894,2025-09-19
HTZ,6.81,2025-09-26,6,Call,7.00,-2.94%,0.3,0.4,4855,2346,"+1,696",2.07,110.58%,0.448845,2025-09-19
NVO,60.28,2025-11-21,62,Call,70.00,-14.01%,2.39,2.43,1145,4393,"+1,680",0.26,52.88%,0.314032,2025-09-19
IREN,41.95,2025-09-26,6,Call,40.00,-3.52%,1.66,1.8,9612,9128,"+1,680",1.05,119.88%,0.4429,2025-09-19
CMG,39.15,2026-01-16,118,Call,40.00,-1.73%,3.3,3.45,2415,7516,"+1,680",0.32,39.02%,0.536851,2025-09-19
UAMY,6.51,2026-02-20,153,Call,7.50,-15.56%,1.5,1.65,4700,11694,"+1,678",0.4,115.09%,0.579708,2025-09-19
SOUN,16,2025-11-21,62,Call,18.00,-10.77%,2.26,2.28,1556,2672,"+1,675",0.58,108.34%,0.504046,2025-09-19
APH,123.55,2025-10-17,27,Call,135.00,-8.92%,1.1,1.2,2046,1818,"+1,675",1.13,33.34%,0.193031,2025-09-19
BLSH,66.8,2025-09-26,6,Call,70.00,-1.19%,2.75,2.9,3206,3237,"+1,671",0.99,90.56%,0.485117,2025-09-19
PLTR,180.35,2025-09-26,6,Put,175.00,-4.05%,1.91,2,18054,2368,"+1,669",7.62,52.52%,-0.255484,2025-09-19
PLTR,180.35,2025-09-26,6,Call,195.00,-6.91%,1.02,1.06,8750,3440,"+1,664",2.54,51.78%,0.16774,2025-09-19
BAC,51.87,2025-09-26,6,Call,52.00,+0.48%,0.72,0.77,1662,3737,"+1,663",0.44,21.99%,0.577944,2025-09-19
FSLR,213.4,2025-10-24,34,Call,230.00,-8.24%,6.7,7.6,556,1711,"+1,657",0.32,50.34%,0.339727,2025-09-19
DIS,112,2025-09-26,6,Put,113.00,-0.67%,1.1,1.2,2297,1807,"+1,653",1.27,25.30%,-0.407477,2025-09-19
IREN,41.95,2025-09-26,6,Call,37.00,+4.24%,2.68,3.5,2023,2420,"+1,652",0.84,111.56%,0.647935,2025-09-19
WULF,10.81,2025-10-17,27,Call,13.00,-18.40%,0.41,0.45,2532,38993,"+1,650",0.06,97.21%,0.278863,2025-09-19
OPEN,9.18,2025-10-03,13,Call,10.00,-4.49%,0.99,1.01,8733,9868,"+1,649",0.88,164.52%,0.507426,2025-09-19
JD,34.82,2025-09-26,6,Call,37.00,-5.41%,0.37,0.38,6229,5080,"+1,649",1.23,58.45%,0.248459,2025-09-19
COIN,333.64,2025-09-26,6,Call,385.00,-12.42%,1.38,1.94,878,2038,"+1,647",0.43,71.20%,0.109471,2025-09-19
TSLA,431.4,2025-09-26,6,Put,430.00,+0.92%,13.7,13.85,8235,2869,"+1,643",2.87,54.05%,-0.535879,2025-09-19
INTC,29.51,2026-02-20,153,Call,32.00,-8.18%,3.1,3.2,602,6408,"+1,643",0.09,53.26%,0.485818,2025-09-19
INTC,29.51,2025-10-03,13,Call,33.00,-11.56%,0.41,0.43,4096,1786,"+1,642",2.29,67.16%,0.213906,2025-09-19
CLSK,13.16,2025-09-26,6,Call,14.00,-2.79%,0.51,0.52,3050,7282,"+1,638",0.42,97.69%,0.439814,2025-09-19
ZIM,14.36,2026-01-16,118,Call,16.66,-15.94%,0.95,1,1538,23534,"+1,631",0.07,53.68%,0.377507,2025-09-19
BLSH,66.8,2025-09-26,6,Put,56.00,-19.05%,0,0.35,1027,1687,"+1,631",0.61,104.32%,-0.049253,2025-09-19
GRAB,6.29,2025-09-26,6,Call,7.00,-9.55%,0.05,0.1,3749,2978,"+1,630",1.26,91.87%,0.239077,2025-09-19
NVDA,175.5,2025-09-26,6,Put,170.00,-3.78%,1.01,1.06,26797,16717,"+1,626",1.6,38.18%,-0.205044,2025-09-19
KODK,6.18,2025-10-17,27,Call,7.50,-21.16%,0.15,0.2,2985,9521,"+1,616",0.31,80.57%,0.226027,2025-09-19
INTC,29.51,2025-12-19,90,Put,29.00,-1.96%,2.5,2.55,801,1933,"+1,616",0.41,49.92%,-0.411166,2025-09-19
BMNR,58.64,2025-10-17,27,Call,105.00,-71.32%,1.48,1.63,1905,5849,"+1,616",0.33,153.79%,0.142244,2025-09-19
EBAY,90.88,2025-09-26,6,Put,88.00,-3.41%,0.32,0.48,1699,1682,"+1,615",1.01,32.06%,-0.190316,2025-09-19
MSTR,337,2025-09-26,6,Call,380.00,-10.22%,1.44,1.56,26977,4278,"+1,613",6.31,61.07%,0.115988,2025-09-19
SOFI,29.33,2026-01-16,118,Put,26.00,-11.89%,2.34,2.39,1340,4031,"+1,611",0.33,64.13%,-0.288402,2025-09-19
QUBT,20.2,2025-09-26,6,Call,20.00,+14.05%,3.6,3.8,3074,2590,"+1,609",1.19,126.36%,0.846192,2025-09-19
WULF,10.81,2026-01-16,118,Put,10.00,-8.93%,1.49,1.54,1254,12645,"+1,606",0.1,69.25%,-0.376152,2025-09-19
TSLA,431.4,2025-09-26,6,Put,420.00,-1.42%,8.65,8.75,18704,4646,"+1,602",4.03,53.61%,-0.400611,2025-09-19
MIR,24.44,2026-02-20,153,Call,25.00,-2.29%,2.85,3.2,1001,3018,"+1,599",0.33,48.69%,0.555459,2025-09-19
INTC,29.51,2025-10-17,27,Put,29.00,-1.96%,1.31,1.34,4664,1925,"+1,597",2.42,50.65%,-0.410984,2025-09-19
CPNG,32.66,2025-10-17,27,Call,36.00,-9.56%,0.1,0.27,2042,7641,"+1,592",0.27,27.45%,0.126704,2025-09-19
UPST,67.09,2025-09-26,6,Call,70.00,-3.11%,1.63,1.69,3430,4641,"+1,587",0.74,72.93%,0.392425,2025-09-19
BABA,163.95,2025-10-17,27,Call,155.00,+4.80%,12.25,13.35,1233,21107,"+1,587",0.06,45.63%,0.67977,2025-09-19
BTBT,3.04,2025-09-26,6,Call,3.00,+3.85%,0.2,0.25,1709,7939,"+1,584",0.22,110.09%,0.638152,2025-09-19
PLUG,2.22,2025-10-17,27,Call,3.00,-37.61%,0.09,0.11,5461,3289,"+1,583",1.66,140.21%,0.261633,2025-09-19
PLTR,180.35,2025-10-10,20,Put,185.00,+1.43%,9.65,9.85,581,1616,"+1,575",0.36,50.02%,-0.519266,2025-09-19
SHLS,7.34,2025-10-17,27,Call,8.00,-9.74%,0.4,0.5,518,17634,"+1,574",0.03,89.96%,0.40342,2025-09-19
NVDA,175.5,2025-10-03,13,Put,175.00,-0.95%,3.6,3.75,6964,5974,"+1,574",1.17,34.32%,-0.421465,2025-09-19
NVDA,175.5,2025-09-26,6,Put,157.50,-10.85%,0.23,0.24,5361,4570,"+1,571",1.17,54.33%,-0.045218,2025-09-19
INTC,29.51,2025-11-21,62,Call,34.00,-14.94%,1.36,1.4,4217,3041,"+1,571",1.39,59.32%,0.33267,2025-09-19
BMNR,58.64,2025-09-26,6,Call,70.00,-14.21%,1,1.25,8569,4968,"+1,564",1.72,122.66%,0.223072,2025-09-19
RIVN,14.33,2025-09-26,6,Put,14.00,-2.64%,0.25,0.28,3466,4869,"+1,561",0.71,60.28%,-0.347144,2025-09-19
OPEN,9.18,2025-09-26,6,Call,12.50,-30.62%,0.21,0.23,3601,3663,"+1,555",0.98,204.38%,0.187896,2025-09-19
NIO,7.34,2026-02-20,153,Call,10.00,-35.69%,0.79,0.82,552,11423,"+1,555",0.05,80.89%,0.386451,2025-09-19
BBAI,6.82,2026-03-20,181,Call,10.00,-45.99%,1.25,1.35,889,4711,"+1,552",0.19,112.63%,0.477391,2025-09-19
PLTR,180.35,2025-09-26,6,Put,170.00,-6.79%,1.05,1.08,13430,2942,"+1,551",4.56,55.73%,-0.151644,2025-09-19
SNOW,229.43,2025-09-26,6,Call,237.50,-3.05%,1.87,2,7120,7598,"+1,548",0.94,38.17%,0.282942,2025-09-19
QUBT,20.2,2025-10-03,13,Call,19.50,+16.20%,4.4,4.6,1639,1598,"+1,547",1.03,130.01%,0.802187,2025-09-19
GOOG,253.74,2026-09-18,363,Call,290.00,-13.62%,23.6,23.95,652,1650,"+1,547",0.4,33.02%,0.451575,2025-09-19
WOLF,2.17,2025-12-19,90,Call,3.00,-34.53%,0.23,0.27,549,6424,"+1,546",0.09,102.38%,0.378385,2025-09-19
ETSY,64.9,2025-10-17,27,Call,65.00,-0.02%,3.45,3.55,1011,7218,"+1,545",0.14,48.33%,0.535427,2025-09-19
AMZN,230.9,2025-09-26,6,Call,245.00,-5.84%,0.26,0.28,17771,9222,"+1,545",1.93,29.62%,0.072574,2025-09-19
AMD,157.32,2025-10-17,27,Call,155.00,+1.52%,8.85,9.05,2571,11379,"+1,543",0.23,43.87%,0.585028,2025-09-19
IONQ,67.91,2025-10-17,27,Call,65.00,+7.68%,9.75,10.75,797,8344,"+1,541",0.1,101.76%,0.66962,2025-09-19
QS,13.05,2025-09-26,6,Call,15.00,-11.77%,0.46,0.48,4865,1997,"+1,540",2.44,148.72%,0.313925,2025-09-19
QS,13.05,2025-09-26,6,Call,12.50,+6.86%,1.32,1.5,3674,1820,"+1,539",2.02,131.14%,0.695236,2025-09-19
INTC,29.51,2025-10-03,13,Put,29.50,-0.27%,1.12,1.16,2815,1531,"+1,531",1.84,54.10%,-0.465923,2025-09-19
WRD,11.8,2026-01-16,118,Call,12.50,-8.41%,1.8,1.95,982,5249,"+1,530",0.19,81.29%,0.533692,2025-09-19
CSCO,67.88,2025-10-17,27,Call,70.00,-2.62%,0.72,0.78,4577,14553,"+1,529",0.31,19.53%,0.331611,2025-09-19
SNOW,229.43,2025-09-26,6,Call,227.50,+1.29%,5.35,6.5,666,1816,"+1,528",0.37,32.95%,0.635365,2025-09-19
CFLT,19.97,2025-11-21,62,Call,22.00,-9.73%,1.6,1.75,2049,23934,"+1,528",0.09,71.84%,0.443781,2025-09-19
APH,123.55,2025-10-17,27,Put,115.00,-7.21%,1.25,1.45,1455,2364,"+1,528",0.62,34.34%,-0.190739,2025-09-19
GOOG,253.74,2026-09-18,363,Put,225.00,-11.85%,16.2,16.7,664,1587,"+1,527",0.42,33.64%,-0.266392,2025-09-19
GRAB,6.29,2027-01-15,482,Call,10.00,-56.49%,0.85,0.9,10603,191702,"+1,525",0.06,59.72%,0.405181,2025-09-19
AVGO,342.49,2025-09-26,6,Put,332.50,-3.61%,2.58,2.81,999,1923,"+1,525",0.52,42.45%,-0.238242,2025-09-19
HIMS,57.14,2025-09-26,6,Call,65.00,-12.42%,0.52,0.56,2447,2228,"+1,524",1.1,88.96%,0.167758,2025-09-19
WFC,84.05,2025-09-26,6,Call,83.00,+1.94%,2.06,2.3,672,2514,"+1,520",0.27,30.29%,0.702649,2025-09-19
QS,13.05,2025-09-26,6,Call,13.00,+3.13%,1.11,1.14,10468,3561,"+1,517",2.94,134.81%,0.608163,2025-09-19
INTC,29.51,2025-10-17,27,Call,37.00,-25.08%,0.34,0.38,638,3116,"+1,516",0.2,69.03%,0.138161,2025-09-19
BEKE,19.42,2025-12-19,90,Put,19.00,-3.75%,1.22,1.5,1012,2511,"+1,513",0.4,43.84%,-0.391112,2025-09-19
BULL,13.27,2026-01-16,118,Call,12.50,+5.94%,2.82,2.95,2110,13766,"+1,510",0.15,83.17%,0.653088,2025-09-19
WOLF,2.17,2025-09-26,6,Call,2.50,-12.11%,0.2,0.21,4547,18390,"+1,509",0.25,271.88%,0.439754,2025-09-19
CELH,54.4,2025-10-03,13,Call,59.00,-7.80%,0.65,0.69,1650,1577,"+1,503",1.05,50.42%,0.233951,2025-09-19
RCAT,10.33,2025-09-26,6,Put,9.00,-13.96%,0.1,0.15,1930,1710,"+1,501",1.13,113.76%,-0.133902,2025-09-19
MSTR,337,2027-12-17,818,Call,670.00,-94.34%,53.25,62.8,1505,2491,"+1,500",0.6,58.02%,0.405032,2025-09-19
CSTM,15.43,2025-11-21,62,Call,17.00,-10.17%,0.75,0.85,537,1521,"+1,500",0.35,54.37%,0.386429,2025-09-19
OPEN,9.18,2025-10-03,13,Call,21.00,-119.44%,0.13,0.14,2094,4398,"+1,496",0.48,253.32%,0.080518,2025-09-19
QUBT,20.2,2025-10-03,13,Call,20.50,+11.90%,3.8,4,1555,1515,"+1,490",1.03,142.56%,0.729535,2025-09-19
LULU,168.65,2025-09-26,6,Call,177.50,-4.65%,0.81,0.95,1523,1674,"+1,490",0.91,39.32%,0.194497,2025-09-19
BABA,163.95,2025-09-26,6,Call,170.00,-4.42%,1.9,2.03,9243,9227,"+1,486",1,55.27%,0.284293,2025-09-19
BMNR,58.64,2025-10-17,27,Call,65.00,-6.05%,6.55,6.9,3747,6253,"+1,474",0.6,122.44%,0.499845,2025-09-19
ETNB,14.92,2025-10-17,27,Call,15.00,-0.87%,0.05,0.1,1196,1469,"+1,469",0.81,8.48%,0.410154,2025-09-19
AMD,157.32,2025-09-26,6,Call,170.00,-8.01%,0.57,0.62,11940,15762,"+1,469",0.76,50.03%,0.123344,2025-09-19
RGTI,26.52,2025-09-26,6,Put,23.00,-19.35%,0.45,0.56,6008,1617,"+1,459",3.72,169.73%,-0.135585,2025-09-19
AMD,157.32,2026-01-16,118,Call,390.00,-147.79%,0.09,0.1,1036,22699,"+1,459",0.05,59.19%,0.006415,2025-09-19
INTC,29.51,2025-10-10,20,Call,36.00,-21.70%,0.3,0.33,806,1467,"+1,457",0.55,69.66%,0.132451,2025-09-19
TSLA,431.4,2025-10-24,34,Put,380.00,-10.81%,11.7,11.85,859,2029,"+1,455",0.42,60.55%,-0.232683,2025-09-19
CLSK,13.16,2025-09-26,6,Call,15.00,-10.13%,0.26,0.29,3341,2844,"+1,455",1.17,105.16%,0.260034,2025-09-19
RXRX,5.08,2025-10-17,27,Call,6.00,-22.20%,0.25,0.3,1792,24801,"+1,450",0.07,121.23%,0.33231,2025-09-19
MSTR,337,2025-09-26,6,Put,305.00,-11.53%,1.16,1.35,629,2007,"+1,447",0.31,72.79%,-0.085913,2025-09-19
VALE,10.92,2025-10-03,13,Put,11.00,+1.29%,0.24,0.28,509,1473,"+1,439",0.35,20.28%,-0.641873,2025-09-19
HOOD,123.55,2025-09-26,6,Call,122.00,+2.23%,5.15,5.35,7347,5794,"+1,438",1.27,57.02%,0.638534,2025-09-19
MLTX,53,2025-10-17,27,Call,80.00,-48.75%,4.7,5.5,1063,6639,"+1,436",0.16,207.86%,0.339351,2025-09-19
SNAP,8.81,2026-06-18,271,Call,10.00,-22.55%,1.39,1.44,2411,27048,"+1,435",0.09,70.21%,0.505197,2025-09-19
INTC,29.51,2025-10-31,41,Call,30.00,-1.42%,2,2.21,1104,2881,"+1,435",0.38,59.13%,0.515871,2025-09-19
EQX,11.05,2026-01-16,118,Call,12.50,-15.74%,0.65,0.7,1330,37937,"+1,433",0.04,49.64%,0.37047,2025-09-19
BB,4.21,2026-03-20,181,Call,7.00,-66.27%,0.19,0.22,686,2251,"+1,433",0.3,67.79%,0.215645,2025-09-19
JPM,309.44,2025-09-26,6,Call,320.00,-1.66%,1.42,1.59,2462,2289,"+1,428",1.08,21.39%,0.284018,2025-09-19
AMD,157.32,2025-09-26,6,Call,157.50,-0.07%,3.65,3.75,12490,5513,"+1,423",2.27,45.96%,0.51184,2025-09-19
MARA,17.67,2025-09-26,6,Put,18.00,-1.59%,0.53,0.55,6433,1891,"+1,422",3.4,72.24%,-0.410882,2025-09-19
PLUG,2.22,2025-10-31,41,Call,3.00,-37.61%,0.11,0.18,552,1867,"+1,416",0.3,129.64%,0.306119,2025-09-19
OPEN,9.18,2025-10-03,13,Call,11.00,-14.94%,0.73,0.75,4965,8501,"+1,415",0.58,174.20%,0.399518,2025-09-19
ORCL,306,2025-09-26,6,Call,310.00,-0.43%,7.5,8,10173,4250,"+1,408",2.39,52.26%,0.491123,2025-09-19
PBR,12.54,2026-12-18,454,Put,10.00,-20.76%,0.91,1.01,6051,50619,"+1,404",0.12,42.02%,-0.218638,2025-09-19
HOOD,123.55,2025-09-26,6,Call,123.00,+1.43%,4.6,4.75,5939,1775,"+1,398",3.35,57.48%,0.595413,2025-09-19
OPEN,9.18,2025-10-03,13,Call,10.50,-9.72%,0.83,0.87,2748,3726,"+1,395",0.74,168.36%,0.448987,2025-09-19
TIC,14.39,2026-03-20,181,Call,17.50,-21.53%,1.55,1.75,650,1875,"+1,393",0.35,64.35%,0.435628,2025-09-19
PDD,128.64,2025-09-26,6,Call,140.00,-8.13%,0.24,0.32,2028,4062,"+1,390",0.5,44.18%,0.090201,2025-09-19
ASPI,9.94,2025-12-19,90,Call,10.00,-1.42%,2.1,2.25,2881,13436,"+1,389",0.21,109.68%,0.604378,2025-09-19
BMNR,58.64,2025-09-26,6,Put,55.00,-10.26%,1.23,1.31,2986,2485,"+1,388",1.2,120.59%,-0.217149,2025-09-19
PLTR,180.35,2025-10-17,27,Call,195.00,-6.91%,5.3,5.45,1985,5685,"+1,382",0.35,50.30%,0.345709,2025-09-19
PFE,24.36,2025-09-26,6,Put,24.00,-0.12%,0.24,0.28,13567,5262,"+1,377",2.58,21.98%,-0.482162,2025-09-19
NIO,7.34,2025-09-26,6,Call,8.50,-15.33%,0.13,0.16,14992,7974,"+1,377",1.88,135.51%,0.232637,2025-09-19
NRGV,3.09,2025-11-21,62,Call,3.00,+3.54%,0.65,0.8,840,4139,"+1,369",0.2,138.19%,0.64077,2025-09-19
SOUN,16,2025-09-26,6,Call,16.50,-1.54%,0.77,0.78,5979,6092,"+1,365",0.98,106.88%,0.484951,2025-09-19
INTC,29.51,2025-10-03,13,Put,32.00,+8.18%,2.84,2.96,1039,1365,"+1,364",0.76,61.55%,-0.73048,2025-09-19
BIDU,139.24,2025-09-26,6,Call,140.00,-3.44%,2.68,2.87,3377,3950,"+1,364",0.85,66.47%,0.364882,2025-09-19
BAC,51.87,2025-12-19,90,Call,50.00,+4.31%,4.05,4.15,1103,16501,"+1,363",0.07,26.73%,0.664267,2025-09-19
NVDA,175.5,2025-10-24,34,Call,195.00,-10.38%,1.72,1.77,3557,3612,"+1,362",0.98,33.07%,0.186998,2025-09-19
OPEN,9.18,2025-09-26,6,Call,11.50,-20.17%,0.3,0.33,5595,8208,"+1,362",0.68,184.24%,0.25568,2025-09-19
AR,31.98,2025-10-17,27,Call,34.00,-7.26%,0.55,0.7,588,2070,"+1,362",0.28,39.08%,0.282355,2025-09-19
AMZN,230.9,2025-09-26,6,Put,232.50,+0.44%,3.6,3.75,9983,3363,"+1,360",2.97,26.91%,-0.537906,2025-09-19
AG,10.89,2025-09-26,6,Call,10.00,+5.84%,0.71,0.76,2254,2443,"+1,360",0.92,64.18%,0.78243,2025-09-19
MARA,17.67,2025-11-21,62,Call,20.00,-9.35%,1.83,1.87,1341,1779,"+1,353",0.75,82.33%,0.470996,2025-09-19
SOUN,16,2025-09-26,6,Call,17.00,-4.62%,0.6,0.61,6909,3885,"+1,348",1.78,109.24%,0.402414,2025-09-19
CIFR,12.75,2025-11-21,62,Call,16.00,-30.29%,1.5,1.76,1106,1347,"+1,347",0.82,140.67%,0.438678,2025-09-19
AVXL,8.46,2026-01-16,118,Put,8.00,-5.44%,2.05,4.1,1134,2623,"+1,346",0.43,130.88%,-0.322965,2025-09-19
META,778.99,2025-10-17,27,Call,850.00,-9.20%,4,4.15,1121,6393,"+1,342",0.18,27.88%,0.139299,2025-09-19
MU,162.62,2025-12-19,90,Call,185.00,-13.69%,10.55,10.7,2260,2626,"+1,341",0.86,55.99%,0.385988,2025-09-19
AMD,157.32,2025-10-17,27,Call,170.00,-8.01%,3.3,3.35,9024,17853,"+1,341",0.51,44.94%,0.293465,2025-09-19
CMCSA,31.6,2026-03-20,181,Call,32.50,-2.88%,1.97,2.11,1633,3038,"+1,340",0.54,27.80%,0.471692,2025-09-19
TSLA,431.4,2025-09-26,6,Call,450.00,-5.62%,4.25,4.35,33176,13475,"+1,339",2.46,56.81%,0.240686,2025-09-19
WFC,84.05,2025-10-10,20,Call,85.00,-0.43%,1.88,2,1950,3269,"+1,337",0.6,26.00%,0.491744,2025-09-19
AAPL,247.58,2025-10-10,20,Call,245.00,+0.20%,5.55,5.75,7902,4645,"+1,335",1.7,22.79%,0.541699,2025-09-19
ZIM,14.36,2025-09-26,6,Call,15.50,-7.86%,0.1,0.14,1056,1674,"+1,331",0.63,62.17%,0.182836,2025-09-19
BBAI,6.82,2025-09-26,6,Call,6.50,+5.11%,0.55,0.6,7986,8897,"+1,330",0.9,100.89%,0.682857,2025-09-19
RIVN,14.33,2025-09-26,6,Call,16.00,-11.27%,0.09,0.11,2355,3778,"+1,327",0.62,75.13%,0.146228,2025-09-19
TNK,53.46,2025-10-17,27,Call,55.00,-2.88%,1.9,2,660,3075,"+1,326",0.21,45.29%,0.43816,2025-09-19
CAH,149.6,2025-09-26,6,Call,157.50,-5.28%,0.05,0.2,7748,1346,"+1,325",5.76,25.57%,0.061959,2025-09-19
CRWV,123.6,2025-09-26,6,Put,119.00,-4.69%,2.56,2.94,1055,1488,"+1,324",0.71,84.50%,-0.307263,2025-09-19
CRCL,139.37,2025-09-26,6,Call,150.00,-4.07%,4.4,4.85,5017,2311,"+1,324",2.17,94.62%,0.396646,2025-09-19
AMD,157.32,2025-10-17,27,Call,175.00,-11.19%,2.31,2.35,3550,13072,"+1,324",0.27,45.50%,0.220846,2025-09-19
AMZN,230.9,2025-11-21,62,Call,230.00,+0.64%,13.8,14,1752,13252,"+1,319",0.13,32.24%,0.566871,2025-09-19
MSTR,337,2025-09-26,6,Put,325.00,-5.73%,2.96,3.4,2517,2503,"+1,307",1.01,58.17%,-0.201325,2025-09-19
AMZN,230.9,2025-10-17,27,Call,280.00,-20.96%,0.17,0.2,1906,7249,"+1,306",0.26,34.07%,0.024265,2025-09-19
LYFT,22.46,2025-10-17,27,Call,23.00,-1.86%,1.25,1.29,680,3013,"+1,296",0.23,58.66%,0.493744,2025-09-19
