Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int","OI Chg",Vol/OI,IV,Delta,Time
BITF,3.1,2026-01-16,118,Call,3.50,-12.18%,1.09,1.11,1876,14106,"+1,293",0.13,177.80%,0.657138,2025-09-19
HTZ,6.81,2025-10-17,27,Call,7.50,-10.29%,0.4,0.45,3929,20314,"+1,290",0.19,88.81%,0.392939,2025-09-19
LDI,3.7,2025-11-21,62,Call,5.00,-34.41%,0.5,0.6,644,6740,"+1,288",0.1,182.82%,0.399582,2025-09-19
TSLA,431.4,2025-09-26,6,Call,430.00,-0.92%,10,10.1,31125,11154,"+1,286",2.79,53.76%,0.464766,2025-09-19
AMC,2.94,2027-01-15,482,Call,10.00,-232.23%,0.33,0.35,1991,27005,"+1,280",0.07,94.54%,0.273794,2025-09-19
INTC,29.51,2025-10-17,27,Call,36.00,-21.70%,0.42,0.45,2483,10052,"+1,278",0.25,67.34%,0.165759,2025-09-19
EOSE,10.45,2026-01-16,118,Call,12.50,-28.07%,1.33,1.42,9467,17750,"+1,278",0.53,99.80%,0.448523,2025-09-19
WBD,19.43,2025-10-17,27,Call,19.00,+1.71%,1.67,1.76,6220,13526,"+1,277",0.46,71.72%,0.580136,2025-09-19
ASST,4.46,2025-10-17,27,Call,5.00,-16.28%,0.55,0.6,8261,12659,"+1,275",0.65,175.66%,0.472029,2025-09-19
OPEN,9.18,2025-10-17,27,Call,13.00,-35.84%,0.85,0.88,8350,14812,"+1,274",0.56,178.26%,0.350899,2025-09-19
JD,34.82,2026-01-16,118,Call,35.00,+0.28%,4,4.05,5367,50878,"+1,273",0.11,55.01%,0.534488,2025-09-19
INTC,29.51,2025-10-31,41,Call,36.00,-21.70%,0.8,0.85,1290,1370,"+1,272",0.94,68.57%,0.232994,2025-09-19
SBUX,84.27,2025-09-26,6,Call,86.00,-1.70%,0.75,0.82,2178,3060,"+1,270",0.71,31.78%,0.348792,2025-09-19
INTC,29.51,2025-10-03,13,Put,28.00,-5.34%,0.5,0.52,2536,1278,"+1,270",1.98,53.04%,-0.271881,2025-09-19
MSFT,515.1,2025-09-26,6,Call,510.00,+1.53%,10.55,10.75,6140,3272,"+1,267",1.88,21.28%,0.72616,2025-09-19
WOLF,2.17,2025-09-26,6,Put,2.00,-10.31%,0.34,0.35,4226,9447,"+1,266",0.45,427.69%,-0.317832,2025-09-19
SOUN,16,2025-11-21,62,Call,16.00,+1.54%,2.93,2.98,2182,12954,"+1,264",0.17,105.47%,0.606195,2025-09-19
ONDS,6.83,2025-12-19,90,Call,7.50,-11.61%,1.45,1.55,955,10305,"+1,264",0.09,133.20%,0.571307,2025-09-19
PATH,12.1,2027-01-15,482,Call,17.00,-43.22%,1.49,1.56,608,4979,"+1,261",0.12,51.81%,0.410845,2025-09-19
CAH,149.6,2025-09-26,6,Put,146.00,-2.41%,0.65,2.05,2032,1334,"+1,260",1.52,30.16%,-0.254416,2025-09-19
NVDA,175.5,2025-10-03,13,Call,175.00,+0.95%,5.5,5.65,3653,10233,"+1,259",0.36,34.91%,0.579424,2025-09-19
AAPL,247.58,2025-10-31,41,Call,240.00,+2.24%,12,12.25,1953,2456,"+1,256",0.8,26.17%,0.636766,2025-09-19
TSLA,431.4,2025-10-10,20,Put,300.00,-29.59%,0.76,0.79,875,2623,"+1,255",0.33,79.89%,-0.023783,2025-09-19
BBAI,6.82,2025-10-10,20,Call,7.00,-2.19%,0.65,0.7,2392,4122,"+1,255",0.58,110.97%,0.522174,2025-09-19
MARA,17.67,2025-10-17,27,Call,24.00,-31.22%,0.42,0.44,2055,4664,"+1,253",0.44,95.34%,0.1825,2025-09-19
INTC,29.51,2025-10-17,27,Call,31.00,-4.80%,1.19,1.23,5218,16515,"+1,250",0.32,55.85%,0.412468,2025-09-19
TSLA,431.4,2025-09-26,6,Call,460.00,-7.96%,2.8,2.84,18430,8588,"+1,249",2.15,59.44%,0.169016,2025-09-19
BSX,98.03,2025-09-26,6,Call,100.00,-2.22%,0.6,0.8,661,5693,"+1,247",0.12,30.16%,0.298162,2025-09-19
UBER,97.73,2025-09-26,6,Put,92.00,-6.61%,0.19,0.29,5311,3225,"+1,246",1.65,40.93%,-0.089863,2025-09-19
AMZN,230.9,2025-10-31,41,Call,235.00,-1.52%,8.65,9.15,530,1836,"+1,246",0.29,32.36%,0.483462,2025-09-19
SOUN,16,2025-09-26,6,Call,18.00,-10.77%,0.38,0.4,5391,3294,"+1,244",1.64,119.83%,0.279493,2025-09-19
MSFT,515.1,2025-09-26,6,Call,515.00,+0.57%,7.05,7.45,11098,4885,"+1,238",2.27,20.55%,0.599255,2025-09-19
ACHR,9.79,2025-09-26,6,Call,9.50,+3.65%,0.6,0.63,7969,3630,"+1,238",2.2,80.90%,0.6618,2025-09-19
ASML,964,2025-09-26,6,Call,970.00,-4.06%,6.3,6.5,539,1264,"+1,236",0.43,40.45%,0.232671,2025-09-19
NIO,7.34,2025-11-21,62,Call,9.00,-22.12%,0.51,0.53,1116,17013,"+1,234",0.07,86.28%,0.357879,2025-09-19
RIOT,17.05,2026-01-16,118,Call,30.00,-71.82%,0.76,0.88,1179,45118,"+1,232",0.03,87.49%,0.208043,2025-09-19
NIO,7.34,2026-06-18,271,Call,10.00,-35.69%,1.24,1.29,726,72627,"+1,232",0.01,78.28%,0.47076,2025-09-19
META,778.99,2025-09-26,6,Call,850.00,-9.20%,0.2,0.23,776,2086,"+1,232",0.37,32.46%,0.01887,2025-09-19
AMD,157.32,2025-12-19,90,Call,155.00,+1.52%,16.85,17,514,4643,"+1,230",0.11,48.45%,0.589132,2025-09-19
AG,10.89,2026-01-16,118,Call,10.00,+5.84%,1.81,1.85,918,31663,"+1,230",0.03,61.80%,0.648505,2025-09-19
TXN,178.6,2025-09-26,6,Call,190.00,-5.93%,0.17,0.35,1523,1473,"+1,228",1.03,32.31%,0.086265,2025-09-19
OPEN,9.18,2025-09-26,6,Put,8.00,-16.41%,0.18,0.19,9662,9137,"+1,228",1.06,160.84%,-0.164722,2025-09-19
GRRR,21.65,2025-10-17,27,Call,25.00,-16.33%,1.1,1.25,4104,2001,"+1,228",2.05,97.42%,0.334877,2025-09-19
PLUG,2.22,2026-01-16,118,Call,2.50,-14.68%,0.41,0.44,2660,16925,"+1,223",0.16,110.51%,0.546547,2025-09-19
TSLA,431.4,2025-10-17,27,Put,400.00,-6.12%,12.95,13.05,3082,4500,"+1,219",0.68,54.10%,-0.301128,2025-09-19
QS,13.05,2025-10-17,27,Put,10.00,-25.48%,0.33,0.35,928,2299,"+1,219",0.4,116.41%,-0.136421,2025-09-19
CLSK,13.16,2025-10-03,13,Call,20.00,-46.84%,0.1,0.13,2060,1217,"+1,217",1.69,136.99%,0.088368,2025-09-19
SOUN,16,2025-09-26,6,Call,17.50,-7.69%,0.49,0.5,4927,1503,"+1,216",3.28,115.97%,0.337478,2025-09-19
NVO,60.28,2025-09-26,6,Call,65.00,-5.86%,0.35,0.39,1371,2171,"+1,214",0.63,47.28%,0.182607,2025-09-19
OPEN,9.18,2027-01-15,482,Call,20.00,-108.99%,3.75,3.9,1336,7590,"+1,207",0.18,132.45%,0.620979,2025-09-19
AG,10.89,2025-10-17,27,Call,10.00,+5.84%,1.06,1.08,1754,21060,"+1,206",0.08,62.50%,0.676045,2025-09-19
INTC,29.51,2025-10-10,20,Put,31.00,+4.80%,2.32,2.37,746,1205,"+1,204",0.62,54.26%,-0.61685,2025-09-19
MSTR,337,2025-09-26,6,Call,355.00,-2.97%,5.75,5.85,46517,2605,"+1,201",17.86,56.06%,0.358734,2025-09-19
GOOGL,253.37,2025-11-21,62,Call,255.00,-0.11%,15.2,15.35,1179,2863,"+1,201",0.41,34.93%,0.543502,2025-09-19
GOOGL,253.37,2025-10-17,27,Put,225.00,-11.67%,0.96,1,2128,8396,"+1,198",0.25,35.12%,-0.084586,2025-09-19
RILY,6.94,2025-10-03,13,Put,7.00,+3.70%,0.83,0.89,1311,1350,"+1,195",0.97,132.19%,-0.51592,2025-09-19
PYPL,67.88,2025-09-26,6,Call,70.00,-2.61%,0.45,0.46,5284,4579,"+1,192",1.15,31.49%,0.274173,2025-09-19
TSLA,431.4,2025-09-26,6,Call,500.00,-17.35%,0.58,0.6,12673,11028,"+1,188",1.15,69.17%,0.039914,2025-09-19
RKLB,47.54,2026-04-17,209,Call,70.00,-46.47%,6.3,6.45,1557,9363,"+1,188",0.17,84.30%,0.403126,2025-09-19
ZETA,21.24,2025-12-19,90,Call,25.00,-16.33%,1.75,1.85,589,3909,"+1,187",0.15,70.58%,0.409797,2025-09-19
NIO,7.34,2025-09-26,6,Put,7.50,+1.76%,0.47,0.52,2682,2189,"+1,186",1.23,114.39%,-0.516807,2025-09-19
MARA,17.67,2025-10-17,27,Call,19.00,-3.88%,1.24,1.28,4471,6661,"+1,186",0.67,78.06%,0.476798,2025-09-19
KO,66.47,2025-10-17,27,Call,67.50,-1.61%,0.83,0.92,7494,3020,"+1,182",2.48,18.24%,0.389654,2025-09-19
CRM,245.76,2025-10-17,27,Call,260.00,-5.22%,3.65,3.85,1592,5574,"+1,180",0.29,30.73%,0.296082,2025-09-19
MU,162.62,2025-11-21,62,Put,140.00,-13.97%,4.7,4.8,573,2603,"+1,176",0.22,54.30%,-0.208893,2025-09-19
BX,186.95,2026-01-16,118,Call,190.00,-1.27%,11.5,12.7,1169,9551,"+1,176",0.12,30.00%,0.515027,2025-09-19
AMPY,4.5,2025-10-17,27,Call,5.00,-11.86%,0.15,0.2,750,23647,"+1,176",0.03,70.00%,0.304205,2025-09-19
FIG,55.79,2025-10-03,13,Call,60.00,-5.62%,1.85,2,1646,1946,"+1,174",0.85,75.68%,0.381951,2025-09-19
AAPL,247.58,2025-09-26,6,Call,260.00,-5.91%,0.17,0.18,15999,7854,"+1,173",2.04,26.84%,0.051386,2025-09-19
INTC,29.51,2025-10-17,27,Put,26.00,-12.10%,0.34,0.36,2795,5935,"+1,172",0.47,50.71%,-0.15437,2025-09-19
CRWD,498.74,2025-09-26,6,Call,500.00,+0.51%,10.9,11.6,1633,1378,"+1,172",1.19,38.16%,0.55686,2025-09-19
IREN,41.95,2025-09-26,6,Call,38.00,+1.66%,2.5,2.63,2278,1870,"+1,170",1.22,112.41%,0.576483,2025-09-19
SOUN,16,2025-11-21,62,Put,13.00,-20.00%,1.07,1.11,1555,1497,"+1,167",1.04,101.12%,-0.224112,2025-09-19
PFE,24.36,2025-10-17,27,Put,24.00,-0.12%,0.54,0.58,2897,21534,"+1,167",0.13,21.28%,-0.490504,2025-09-19
HNGE,55.74,2025-10-17,27,Call,65.00,-14.22%,1.85,1.9,708,4548,"+1,166",0.16,73.80%,0.292527,2025-09-19
VKTX,25.1,2025-10-17,27,Call,30.00,-18.11%,0.94,1.07,571,2833,"+1,164",0.2,89.38%,0.29112,2025-09-19
BAC,51.87,2025-11-21,62,Call,50.00,+4.31%,3.75,3.85,3621,20538,"+1,162",0.18,28.73%,0.675117,2025-09-19
BABA,163.95,2025-09-26,6,Call,162.50,+0.19%,4.35,4.55,3782,2366,"+1,160",1.6,51.07%,0.526481,2025-09-19
NVDA,175.5,2025-09-26,6,Put,180.00,+1.88%,4.85,4.95,9620,5438,"+1,158",1.77,33.10%,-0.658591,2025-09-19
HOOD,123.55,2025-10-03,13,Put,120.00,-3.83%,3.15,3.3,1116,1412,"+1,156",0.79,57.71%,-0.33537,2025-09-19
WBD,19.43,2025-10-17,27,Put,17.00,-12.05%,0.55,0.7,2129,18634,"+1,155",0.11,77.63%,-0.233572,2025-09-19
BULL,13.27,2025-09-26,6,Call,13.50,-1.58%,0.38,0.4,7508,4465,"+1,155",1.68,70.64%,0.452243,2025-09-19
TSLA,431.4,2025-10-17,27,Call,500.00,-17.35%,6.65,6.7,4473,12506,"+1,154",0.36,59.82%,0.188733,2025-09-19
OKLO,131.24,2025-09-26,6,Call,120.00,+11.26%,19.15,21.25,4767,1328,"+1,150",3.59,157.05%,0.757316,2025-09-19
INTC,29.51,2025-10-03,13,Call,34.00,-14.94%,0.31,0.33,3422,1174,"+1,150",2.91,70.14%,0.163712,2025-09-19
RKLB,47.54,2025-09-26,6,Call,52.00,-8.81%,0.71,0.77,2263,2534,"+1,147",0.89,88.15%,0.246896,2025-09-19
GME,26.03,2026-01-16,118,Call,30.00,-15.03%,2.13,2.2,1036,43981,"+1,146",0.02,61.98%,0.401687,2025-09-19
BMNR,58.64,2025-09-26,6,Call,100.00,-63.16%,0.05,0.2,2336,2160,"+1,144",1.08,182.15%,0.024068,2025-09-19
BA,214.9,2025-09-26,6,Call,222.50,-3.18%,1.22,1.34,2059,1973,"+1,144",1.04,33.67%,0.241607,2025-09-19
MU,162.62,2025-09-26,6,Put,165.00,+1.39%,9.5,9.75,1056,1217,"+1,142",0.87,101.75%,-0.514736,2025-09-19
SERV,13.87,2025-10-17,27,Call,13.00,+7.01%,2.15,2.3,524,2129,"+1,136",0.25,112.63%,0.655757,2025-09-19
FSLR,213.4,2025-09-26,6,Call,230.00,-8.24%,0.65,1,1839,1404,"+1,136",1.31,50.26%,0.117871,2025-09-19
INTC,29.51,2025-10-03,13,Put,27.50,-7.03%,0.36,0.38,675,1177,"+1,133",0.57,52.28%,-0.212661,2025-09-19
INTC,29.51,2026-01-16,118,Put,30.00,+1.42%,3.3,3.4,1808,20157,"+1,132",0.09,48.41%,-0.456249,2025-09-19
TSM,266.23,2025-11-21,62,Put,240.00,-9.39%,6.15,6.2,601,3391,"+1,130",0.18,38.49%,-0.232172,2025-09-19
NVDA,175.5,2025-10-03,13,Call,187.50,-6.13%,1,1.02,2189,5372,"+1,130",0.41,32.26%,0.178377,2025-09-19
AMPL,12.1,2025-10-17,27,Call,12.50,-3.56%,0.5,0.55,1410,2873,"+1,130",0.49,52.87%,0.440649,2025-09-19
TSLA,431.4,2025-09-26,6,Call,420.00,+1.42%,14.9,15,12946,8488,"+1,128",1.53,53.11%,0.600734,2025-09-19
ASPI,9.94,2025-10-17,27,Call,10.00,-1.42%,1.15,1.2,10661,20837,"+1,125",0.51,114.65%,0.548137,2025-09-19
AVDL,16.2,2026-01-16,118,Call,17.50,-8.02%,1.65,1.75,2110,7991,"+1,123",0.26,57.28%,0.486406,2025-09-19
QS,13.05,2025-10-17,27,Put,12.00,-10.58%,0.98,1.01,790,1232,"+1,116",0.64,119.39%,-0.303251,2025-09-19
SOFI,29.33,2025-10-17,27,Put,28.00,-5.12%,1.18,1.2,1782,1900,"+1,113",0.94,60.73%,-0.338429,2025-09-19
CLSK,13.16,2025-09-26,6,Call,13.50,+0.88%,0.68,0.73,1451,1604,"+1,113",0.9,95.72%,0.555387,2025-09-19
AAPL,247.58,2025-09-26,6,Put,237.50,-3.26%,0.58,0.6,24986,2404,"+1,113",10.39,25.24%,-0.144984,2025-09-19
WULF,10.81,2025-10-17,27,Call,12.00,-9.29%,0.66,0.7,1770,26061,"+1,110",0.07,96.51%,0.387681,2025-09-19
RUM,7.6,2025-10-17,27,Call,8.00,-4.03%,0.5,0.55,523,3735,"+1,105",0.14,76.92%,0.472478,2025-09-19
JNJ,175.45,2025-09-26,6,Call,180.00,-2.16%,0.1,0.3,1273,2202,"+1,104",0.58,15.69%,0.148658,2025-09-19
NVDA,175.5,2025-10-31,41,Call,190.00,-7.55%,3.45,3.6,1502,30201,"+1,103",0.05,34.26%,0.296234,2025-09-19
SNAP,8.81,2025-10-17,27,Call,10.00,-22.55%,0.11,0.12,20003,71960,"+1,102",0.28,68.32%,0.162509,2025-09-19
OPEN,9.18,2025-10-17,27,Put,6.00,-37.30%,0.21,0.23,2598,11222,"+1,102",0.23,155.08%,-0.092634,2025-09-19
NVTS,6.93,2025-10-17,27,Call,9.00,-28.39%,0.3,0.35,2577,5951,"+1,101",0.43,114.68%,0.26271,2025-09-19
LEN,124.5,2025-09-26,6,Call,134.00,-5.25%,0.5,0.65,1266,1139,"+1,101",1.11,41.19%,0.175298,2025-09-19
QS,13.05,2026-01-16,118,Call,15.00,-11.77%,2.7,2.71,3582,23831,"+1,100",0.15,106.24%,0.555416,2025-09-19
WOLF,2.17,2027-01-15,482,Call,3.00,-34.53%,0.35,0.42,1481,8926,"+1,099",0.17,54.75%,0.467724,2025-09-19
INTC,29.51,2025-11-21,62,Put,27.00,-8.72%,1.25,1.3,647,2203,"+1,096",0.29,51.34%,-0.289082,2025-09-19
AAPL,247.58,2025-10-17,27,Call,260.00,-5.91%,1.41,1.48,21883,19775,"+1,093",1.11,21.80%,0.18682,2025-09-19
SOFI,29.33,2025-10-10,20,Call,28.00,+5.12%,2.5,2.56,4120,3940,"+1,090",1.05,60.52%,0.676674,2025-09-19
QS,13.05,2025-09-26,6,Call,12.00,+10.58%,1.62,1.75,2546,2298,"+1,088",1.11,119.52%,0.791368,2025-09-19
NVDA,175.5,2025-10-10,20,Put,170.00,-3.78%,2.89,2.96,4497,6348,"+1,088",0.71,35.71%,-0.299387,2025-09-19
AMD,157.32,2025-10-03,13,Call,160.00,-1.66%,4.15,4.25,3829,3717,"+1,086",1.03,44.56%,0.446223,2025-09-19
BAC,51.87,2026-03-20,181,Put,50.00,-4.31%,2.46,2.51,592,4808,"+1,084",0.12,25.69%,-0.353085,2025-09-19
TSLA,431.4,2025-09-26,6,Put,390.00,-8.47%,1.71,1.74,5554,4346,"+1,083",1.28,58.15%,-0.10886,2025-09-19
BSX,98.03,2025-10-17,27,Call,105.00,-7.33%,0.95,1.1,940,7535,"+1,082",0.12,31.21%,0.22566,2025-09-19
TSLA,431.4,2025-09-26,6,Put,270.00,-36.63%,0.1,0.12,4485,2328,"+1,081",1.93,141.98%,-0.004659,2025-09-19
GOOGL,253.37,2025-11-21,62,Put,250.00,-1.85%,11.25,11.45,873,2883,"+1,081",0.3,34.38%,-0.40571,2025-09-19
SBET,16.12,2025-10-17,27,Call,30.00,-73.11%,0.29,0.33,1048,25241,"+1,079",0.04,140.93%,0.109019,2025-09-19
META,778.99,2025-09-26,6,Put,750.00,-3.65%,2.25,2.57,1558,2649,"+1,079",0.59,29.48%,-0.154431,2025-09-19
MU,162.62,2025-09-26,6,Call,205.00,-25.98%,0.77,0.82,579,1579,"+1,077",0.37,119.06%,0.076058,2025-09-19
AMD,157.32,2025-10-03,13,Put,145.00,-7.87%,1.14,1.17,835,2224,"+1,075",0.38,45.51%,-0.15531,2025-09-19
COIN,333.64,2025-09-26,6,Call,420.00,-22.64%,0.38,0.52,1040,1595,"+1,073",0.65,83.85%,0.033024,2025-09-19
AMZN,230.9,2025-10-17,27,Call,240.00,-3.68%,3.55,3.6,9597,25080,"+1,071",0.38,26.35%,0.335841,2025-09-19
INTC,29.51,2025-10-10,20,Call,33.00,-11.56%,0.58,0.62,568,1094,"+1,070",0.52,62.94%,0.254661,2025-09-19
PLUG,2.22,2025-10-03,13,Call,2.50,-14.68%,0.11,0.14,8803,2158,"+1,069",4.08,134.07%,0.34135,2025-09-19
BULL,13.27,2026-01-16,118,Call,15.00,-12.87%,2.05,2.1,34923,18414,"+1,069",1.9,87.33%,0.512266,2025-09-19
U,45.6,2026-01-16,118,Put,38.00,-17.48%,2.97,3.1,1054,3706,"+1,068",0.28,68.19%,-0.236591,2025-09-19
NVDA,175.5,2025-12-19,90,Call,220.00,-24.53%,2.35,2.39,989,34323,"+1,066",0.03,37.45%,0.150728,2025-09-19
RGTI,26.52,2025-10-17,27,Put,22.00,-22.86%,1.21,1.26,562,1183,"+1,061",0.48,134.16%,-0.183645,2025-09-19
AMZN,230.9,2025-10-03,13,Call,235.00,-1.52%,3.25,3.35,5446,12679,"+1,061",0.43,26.74%,0.403868,2025-09-19
BTBT,3.04,2026-01-16,118,Call,3.00,+3.85%,0.75,0.8,1512,22813,"+1,060",0.07,102.62%,0.648526,2025-09-19
PLUG,2.22,2025-10-10,20,Call,2.50,-14.68%,0.15,0.22,1320,1926,"+1,059",0.69,128.71%,0.383547,2025-09-19
INTC,29.51,2026-01-16,118,Call,42.00,-41.99%,0.88,0.92,585,13002,"+1,057",0.04,58.19%,0.190818,2025-09-19
UPXI,6.2,2025-09-26,6,Call,7.50,-13.98%,0.17,0.23,607,2908,"+1,054",0.21,153.45%,0.286618,2025-09-19
HIMS,57.14,2025-09-26,6,Call,70.00,-21.07%,0.2,0.24,3295,2373,"+1,052",1.39,96.45%,0.06966,2025-09-19
WULF,10.81,2025-11-21,62,Call,11.00,-0.18%,1.59,1.63,500,5580,"+1,050",0.09,104.41%,0.537726,2025-09-19
ASST,4.46,2025-12-19,90,Call,7.50,-74.42%,0.4,0.75,1476,9762,"+1,050",0.15,131.16%,0.30386,2025-09-19
BABA,163.95,2025-09-26,6,Call,160.00,+1.73%,5.45,5.85,1886,9415,"+1,047",0.2,48.58%,0.623784,2025-09-19
CORZ,16.34,2025-10-17,27,Call,18.00,-8.30%,0.72,0.74,673,16166,"+1,046",0.04,68.63%,0.375661,2025-09-19
LWLG,4.02,2025-10-17,27,Call,4.00,+4.53%,0.65,0.75,2374,2584,"+1,044",0.92,132.16%,0.624664,2025-09-19
PLTR,180.35,2025-10-31,41,Call,172.50,+5.42%,18.1,18.65,1576,1230,"+1,043",1.28,52.00%,0.667907,2025-09-19
MRVL,73.23,2025-09-26,6,Put,75.00,+1.00%,2.79,2.9,2784,1116,"+1,039",2.49,65.04%,-0.528321,2025-09-19
SBET,16.12,2026-01-16,118,Call,30.00,-73.11%,1.66,1.77,953,16263,"+1,037",0.06,115.37%,0.312501,2025-09-19
OWL,18.75,2025-11-21,62,Call,19.00,-0.53%,0.95,1.35,3362,10603,"+1,035",0.32,37.34%,0.51237,2025-09-19
NIO,7.34,2025-10-17,27,Call,10.00,-35.69%,0.15,0.17,785,13484,"+1,034",0.06,102.80%,0.173542,2025-09-19
CDLX,2.39,2025-10-17,27,Call,4.00,-64.61%,0.25,0.3,2440,1579,"+1,034",1.55,238.09%,0.329584,2025-09-19
NIO,7.34,2026-01-16,118,Call,9.00,-22.12%,0.82,0.84,1469,9281,"+1,028",0.16,80.95%,0.430264,2025-09-19
RGTI,26.52,2025-10-17,27,Put,20.00,-29.87%,0.74,0.78,800,1999,"+1,027",0.4,135.15%,-0.123612,2025-09-19
SOFI,29.33,2025-09-26,6,Put,26.50,-10.20%,0.13,0.14,1503,2848,"+1,023",0.53,68.69%,-0.101482,2025-09-19
IBRX,2.73,2027-01-15,482,Call,5.00,-83.15%,0.7,2,517,14914,"+1,021",0.03,114.36%,0.592076,2025-09-19
KSS,16.91,2025-10-03,13,Put,17.00,-1.51%,0.85,0.91,2077,4524,"+1,020",0.46,78.33%,-0.428425,2025-09-19
AAPL,247.58,2026-03-20,181,Call,360.00,-46.64%,0.24,0.28,1000,1857,"+1,017",0.54,23.64%,0.017173,2025-09-19
TTI,5.38,2025-12-19,90,Call,6.00,-13.21%,0.3,0.4,1500,1117,"+1,016",1.34,55.76%,0.392178,2025-09-19
KDP,26.67,2025-10-17,27,Call,28.00,-3.28%,0.4,0.45,664,6308,"+1,016",0.11,26.10%,0.340344,2025-09-19
HOOD,123.55,2025-09-26,6,Put,124.00,-0.63%,3.2,3.6,1729,1243,"+1,014",1.39,58.40%,-0.448711,2025-09-19
CDE,18.12,2025-10-17,27,Put,15.00,-13.89%,0.3,0.4,860,7013,"+1,014",0.12,68.00%,-0.182448,2025-09-19
BBAI,6.82,2025-10-17,27,Call,7.00,-2.19%,0.75,0.85,5954,13227,"+1,012",0.45,111.37%,0.536056,2025-09-19
WBD,19.43,2025-09-26,6,Call,19.00,+1.71%,0.97,1,3781,8790,"+1,011",0.43,81.84%,0.58838,2025-09-19
MRVL,73.23,2025-10-10,20,Call,85.00,-14.46%,0.76,0.88,612,1026,"+1,011",0.6,55.25%,0.167749,2025-09-19
CIFR,12.75,2026-01-16,118,Call,20.00,-62.87%,1.81,1.89,2334,2848,"+1,009",0.82,133.17%,0.401891,2025-09-19
BA,214.9,2025-09-26,6,Call,220.00,-2.02%,1.87,1.89,9387,2449,"+1,008",3.83,32.81%,0.325625,2025-09-19
AMD,157.32,2028-01-21,853,Put,130.00,-17.40%,21.35,22,850,1008,"+1,008",0.84,44.43%,-0.241763,2025-09-19
AAPL,247.58,2025-10-03,13,Call,242.50,+1.22%,6,6.1,6136,1975,"+1,008",3.11,22.73%,0.633205,2025-09-19
HOOD,123.55,2025-09-26,6,Call,124.00,+0.63%,4.05,4.2,4243,1487,"+1,006",2.85,57.71%,0.552261,2025-09-19
AMD,157.32,2025-10-17,27,Call,200.00,-27.07%,0.41,0.43,1676,13882,"+1,006",0.12,50.68%,0.049878,2025-09-19
SOUN,16,2025-11-21,62,Call,17.00,-4.62%,2.55,2.65,1345,1626,"+1,005",0.83,107.51%,0.554003,2025-09-19
JD,34.82,2025-12-19,90,Put,30.00,-14.53%,0.92,0.98,4148,21076,"+1,005",0.2,41.66%,-0.210824,2025-09-19
INTC,29.51,2026-06-18,271,Call,55.00,-85.94%,0.85,0.9,742,6731,"+1,005",0.11,54.46%,0.14426,2025-09-19
ASTS,47.15,2025-09-26,6,Call,50.00,-10.86%,0.66,0.72,3584,2497,"+1,004",1.44,97.59%,0.224769,2025-09-19
CIFR,12.75,2025-09-26,6,Put,11.50,-6.35%,0.46,0.53,552,3472,"+1,002",0.16,130.51%,-0.315765,2025-09-19
NICE,150.5,2026-02-20,153,Put,150.00,-2.24%,12,13.9,1355,1021,"+1,001",1.33,39.31%,-0.397201,2025-09-19
"Downloaded from Barchart.com as of 09-22-2025 08:09am CDT"
